"","anio","jurisdicion_nombre","edad_madre","semana_gestacion","sexo","nacimientos_cantidad","educacion"
"1",2019,"Buenos Aires","30 a 34","37 a 41","masculino",9,"Terciaria/Universitaria Completa"
"2",2019,"Buenos Aires","30 a 34","32 a 36","masculino",10,"Terciaria/Universitaria Completa"
"3",2019,"Chaco","30 a 34","32 a 36","masculino",22,"Secundaria/Polimodal Completa"
"4",2019,"Buenos Aires","30 a 34","37 a 41","masculino",78,"Terciaria/Universitaria Completa"
"5",2019,"Buenos Aires","35 a 39","32 a 36","masculino",1,"Sin instrucción"
"6",2019,"Buenos Aires","35 a 39","32 a 36","masculino",1,"Sin instrucción"
"7",2019,"Buenos Aires","35 a 39","37 a 41","masculino",1,"Sin instrucción"
"8",2019,"Buenos Aires","35 a 39","37 a 41","masculino",2,"Sin instrucción"
"9",2019,"Buenos Aires","35 a 39","Sin especif","masculino",1,"Sin instrucción"
"10",2019,"Buenos Aires","35 a 39","28 a 31","masculino",3,"Primaria/C. EGB Incompleta"
"11",2019,"Buenos Aires","35 a 39","32 a 36","masculino",2,"Primaria/C. EGB Incompleta"
"12",2019,"Buenos Aires","35 a 39","22 a 23","masculino",2,"Primaria/C. EGB Completa"
"13",2019,"Buenos Aires","35 a 39","24 a 27","masculino",4,"Primaria/C. EGB Completa"
"14",2019,"Buenos Aires","35 a 39","28 a 31","masculino",11,"Primaria/C. EGB Completa"
"15",2019,"Buenos Aires","35 a 39","28 a 31","masculino",7,"Primaria/C. EGB Completa"
"16",2019,"Buenos Aires","35 a 39","28 a 31","masculino",1,"Primaria/C. EGB Completa"
"17",2019,"Buenos Aires","35 a 39","32 a 36","masculino",8,"Primaria/C. EGB Completa"
"18",2019,"Buenos Aires","35 a 39","32 a 36","masculino",28,"Primaria/C. EGB Completa"
"19",2019,"Buenos Aires","35 a 39","32 a 36","masculino",62,"Primaria/C. EGB Completa"
"20",2019,"Buenos Aires","35 a 39","32 a 36","masculino",63,"Primaria/C. EGB Completa"
"21",2019,"Buenos Aires","35 a 39","32 a 36","masculino",32,"Primaria/C. EGB Completa"
"22",2019,"Buenos Aires","35 a 39","32 a 36","masculino",13,"Primaria/C. EGB Completa"
"23",2019,"Buenos Aires","35 a 39","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"24",2019,"Buenos Aires","35 a 39","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"25",2019,"Buenos Aires","35 a 39","37 a 41","masculino",38,"Primaria/C. EGB Completa"
"26",2019,"Buenos Aires","35 a 39","37 a 41","masculino",267,"Primaria/C. EGB Completa"
"27",2019,"Buenos Aires","35 a 39","Sin especif","masculino",17,"Primaria/C. EGB Completa"
"28",2019,"Buenos Aires","35 a 39","Sin especif","masculino",5,"Primaria/C. EGB Completa"
"29",2019,"Buenos Aires","35 a 39","37 a 41","masculino",795,"Secundaria/Polimodal Incompleta"
"30",2019,"Buenos Aires","35 a 39","37 a 41","masculino",12,"Secundaria/Polimodal Incompleta"
"31",2019,"Buenos Aires","35 a 39","42 y más","masculino",2,"Secundaria/Polimodal Incompleta"
"32",2019,"Buenos Aires","35 a 39","42 y más","masculino",7,"Secundaria/Polimodal Incompleta"
"33",2019,"Buenos Aires","35 a 39","24 a 27","masculino",1,"Secundaria/Polimodal Completa"
"34",2019,"Buenos Aires","35 a 39","28 a 31","masculino",8,"Secundaria/Polimodal Completa"
"35",2019,"Buenos Aires","35 a 39","28 a 31","masculino",15,"Secundaria/Polimodal Completa"
"36",2019,"Buenos Aires","35 a 39","28 a 31","masculino",14,"Secundaria/Polimodal Completa"
"37",2019,"Buenos Aires","35 a 39","28 a 31","masculino",2,"Secundaria/Polimodal Completa"
"38",2019,"Buenos Aires","35 a 39","28 a 31","masculino",1,"Secundaria/Polimodal Completa"
"39",2019,"Buenos Aires","35 a 39","28 a 31","masculino",2,"Secundaria/Polimodal Completa"
"40",2019,"Buenos Aires","35 a 39","32 a 36","masculino",10,"Secundaria/Polimodal Completa"
"41",2019,"Buenos Aires","35 a 39","32 a 36","masculino",134,"Secundaria/Polimodal Completa"
"42",2019,"Buenos Aires","35 a 39","32 a 36","masculino",16,"Secundaria/Polimodal Completa"
"43",2019,"Buenos Aires","35 a 39","32 a 36","masculino",2,"Secundaria/Polimodal Completa"
"44",2019,"Buenos Aires","35 a 39","37 a 41","masculino",3,"Secundaria/Polimodal Completa"
"45",2019,"Buenos Aires","35 a 39","37 a 41","masculino",7,"Secundaria/Polimodal Completa"
"46",2019,"Buenos Aires","35 a 39","37 a 41","masculino",29,"Secundaria/Polimodal Completa"
"47",2019,"Chaco","30 a 34","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"48",2019,"Buenos Aires","35 a 39","42 y más","masculino",6,"Secundaria/Polimodal Completa"
"49",2019,"Buenos Aires","35 a 39","42 y más","masculino",1,"Secundaria/Polimodal Completa"
"50",2019,"Buenos Aires","35 a 39","Sin especif","masculino",1,"Secundaria/Polimodal Completa"
"51",2019,"Buenos Aires","35 a 39","Sin especif","masculino",1,"Secundaria/Polimodal Completa"
"52",2019,"Buenos Aires","35 a 39","Sin especif","masculino",3,"Secundaria/Polimodal Completa"
"53",2019,"Mendoza","40 a 44","37 a 41","masculino",13,"Terciaria/Universitaria Incompleta"
"54",2019,"Mendoza","40 a 44","24 a 27","masculino",1,"Terciaria/Universitaria Completa"
"55",2019,"Mendoza","40 a 44","28 a 31","masculino",1,"Terciaria/Universitaria Completa"
"56",2019,"Chaco","30 a 34","37 a 41","masculino",50,"Terciaria/Universitaria Incompleta"
"57",2019,"Chaco","30 a 34","37 a 41","masculino",49,"Terciaria/Universitaria Incompleta"
"58",2019,"Chaco","30 a 34","24 a 27","masculino",1,"Terciaria/Universitaria Completa"
"59",2019,"Chaco","30 a 34","28 a 31","masculino",2,"Terciaria/Universitaria Completa"
"60",2019,"Chaco","30 a 34","28 a 31","masculino",1,"Terciaria/Universitaria Completa"
"61",2019,"Chaco","30 a 34","28 a 31","masculino",1,"Terciaria/Universitaria Completa"
"62",2019,"Chaco","30 a 34","32 a 36","masculino",2,"Terciaria/Universitaria Completa"
"63",2019,"Chaco","30 a 34","32 a 36","masculino",6,"Terciaria/Universitaria Completa"
"64",2019,"Chaco","30 a 34","32 a 36","masculino",16,"Terciaria/Universitaria Completa"
"65",2019,"Chaco","30 a 34","32 a 36","masculino",7,"Terciaria/Universitaria Completa"
"66",2019,"Chaco","30 a 34","32 a 36","masculino",3,"Terciaria/Universitaria Completa"
"67",2019,"Chaco","30 a 34","37 a 41","masculino",10,"Terciaria/Universitaria Completa"
"68",2019,"Chaco","30 a 34","37 a 41","masculino",59,"Terciaria/Universitaria Completa"
"69",2019,"Chaco","30 a 34","37 a 41","masculino",173,"Terciaria/Universitaria Completa"
"70",2019,"Chaco","30 a 34","37 a 41","masculino",152,"Terciaria/Universitaria Completa"
"71",2019,"Chaco","30 a 34","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"72",2019,"Chaco","35 a 39","37 a 41","masculino",10,"Primaria/C. EGB Incompleta"
"73",2019,"Chaco","35 a 39","37 a 41","masculino",41,"Primaria/C. EGB Incompleta"
"74",2019,"Chaco","35 a 39","37 a 41","masculino",44,"Primaria/C. EGB Incompleta"
"75",2019,"Chaco","35 a 39","Sin especif","masculino",1,"Primaria/C. EGB Incompleta"
"76",2019,"Chaco","35 a 39","24 a 27","masculino",2,"Primaria/C. EGB Completa"
"77",2019,"Chaco","35 a 39","28 a 31","masculino",1,"Primaria/C. EGB Completa"
"78",2019,"Chaco","35 a 39","32 a 36","masculino",2,"Primaria/C. EGB Completa"
"79",2019,"Chaco","35 a 39","32 a 36","masculino",6,"Primaria/C. EGB Completa"
"80",2019,"Chaco","35 a 39","32 a 36","masculino",3,"Primaria/C. EGB Completa"
"81",2019,"Chaco","35 a 39","32 a 36","masculino",4,"Primaria/C. EGB Completa"
"82",2019,"Chaco","35 a 39","32 a 36","masculino",2,"Primaria/C. EGB Completa"
"83",2019,"Chaco","35 a 39","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"84",2019,"Chaco","35 a 39","37 a 41","masculino",22,"Primaria/C. EGB Completa"
"85",2019,"Chaco","35 a 39","37 a 41","masculino",59,"Primaria/C. EGB Completa"
"86",2019,"Chaco","35 a 39","37 a 41","masculino",87,"Primaria/C. EGB Completa"
"87",2019,"Chaco","35 a 39","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"88",2019,"Chaco","35 a 39","42 y más","masculino",1,"Primaria/C. EGB Completa"
"89",2019,"Chaco","35 a 39","42 y más","masculino",2,"Primaria/C. EGB Completa"
"90",2019,"Chaco","35 a 39","32 a 36","masculino",1,"Terciaria/Universitaria Completa"
"91",2019,"Chaco","35 a 39","37 a 41","masculino",5,"Terciaria/Universitaria Completa"
"92",2019,"Chaco","35 a 39","37 a 41","masculino",38,"Terciaria/Universitaria Completa"
"93",2019,"Chaco","35 a 39","37 a 41","masculino",87,"Terciaria/Universitaria Completa"
"94",2019,"Chaco","35 a 39","37 a 41","masculino",104,"Terciaria/Universitaria Completa"
"95",2019,"Chaco","40 a 44","37 a 41","masculino",25,"Terciaria/Universitaria Completa"
"96",2019,"Chaco","40 a 44","Sin especif","masculino",1,"Terciaria/Universitaria Completa"
"97",2019,"Chaco","De 45 y más","37 a 41","masculino",1,"Sin instrucción"
"98",2019,"Chaco","De 45 y más","Sin especif","masculino",1,"Primaria/C. EGB Incompleta"
"99",2019,"Chaco","De 45 y más","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"100",2019,"Chaco","De 45 y más","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"101",2019,"Chaco","De 45 y más","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"102",2019,"Chaco","De 45 y más","37 a 41","masculino",1,"Secundaria/Polimodal Completa"
"103",2019,"Chaco","De 45 y más","37 a 41","masculino",1,"Secundaria/Polimodal Completa"
"104",2019,"Chaco","De 45 y más","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"105",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",2,"Primaria/C. EGB Incompleta"
"106",2019,"Santiago del Estero","Menor de 15","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"107",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"108",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",6,"Primaria/C. EGB Completa"
"109",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",4,"Primaria/C. EGB Completa"
"110",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",3,"Primaria/C. EGB Completa"
"111",2019,"Santiago del Estero","Menor de 15","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"112",2019,"Santiago del Estero","Menor de 15","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"113",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"114",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"115",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",4,"Secundaria/Polimodal Incompleta"
"116",2019,"Santiago del Estero","Menor de 15","37 a 41","masculino",3,"Secundaria/Polimodal Incompleta"
"117",2019,"Santiago del Estero","15 a 19","37 a 41","masculino",1,"Sin instrucción"
"118",2019,"Chaco","15 a 19","37 a 41","femenino",7,"Terciaria/Universitaria Incompleta"
"119",2019,"Formosa","25 a 29","32 a 36","femenino",3,"Secundaria/Polimodal Incompleta"
"120",2019,"Chaco","35 a 39","Sin especif","masculino",1,"Terciaria/Universitaria Incompleta"
"121",2019,"Chaco","35 a 39","24 a 27","masculino",1,"Terciaria/Universitaria Completa"
"122",2019,"Chaco","35 a 39","24 a 27","masculino",1,"Terciaria/Universitaria Completa"
"123",2019,"Chaco","35 a 39","28 a 31","masculino",1,"Terciaria/Universitaria Completa"
"124",2019,"Chaco","35 a 39","32 a 36","masculino",4,"Terciaria/Universitaria Completa"
"125",2019,"Chaco","35 a 39","32 a 36","masculino",11,"Terciaria/Universitaria Completa"
"126",2019,"Chaco","35 a 39","32 a 36","masculino",3,"Terciaria/Universitaria Completa"
"127",2019,"Chaco","15 a 19","37 a 41","femenino",30,"Primaria/C. EGB Incompleta"
"128",2019,"Chaco","15 a 19","37 a 41","femenino",90,"Primaria/C. EGB Incompleta"
"129",2019,"Mendoza","25 a 29","37 a 41","masculino",39,"Primaria/C. EGB Incompleta"
"130",2019,"Tucumán","35 a 39","32 a 36","masculino",7,"Secundaria/Polimodal Completa"
"131",2019,"Tucumán","35 a 39","37 a 41","masculino",143,"Secundaria/Polimodal Completa"
"132",2019,"Río Negro","30 a 34","37 a 41","masculino",54,"Terciaria/Universitaria Incompleta"
"133",2019,"San Juan","20 a 24","32 a 36","masculino",1,"Sin instrucción"
"134",2019,"San Juan","20 a 24","24 a 27","masculino",2,"Primaria/C. EGB Incompleta"
"135",2019,"Río Negro","30 a 34","42 y más","masculino",1,"Terciaria/Universitaria Incompleta"
"136",2019,"Catamarca","35 a 39","37 a 41","masculino",7,"Terciaria/Universitaria Incompleta"
"137",2019,"Catamarca","35 a 39","32 a 36","masculino",1,"Terciaria/Universitaria Completa"
"138",2019,"Catamarca","35 a 39","32 a 36","masculino",2,"Terciaria/Universitaria Completa"
"139",2019,"Catamarca","35 a 39","32 a 36","masculino",3,"Terciaria/Universitaria Completa"
"140",2019,"Catamarca","35 a 39","32 a 36","masculino",1,"Terciaria/Universitaria Completa"
"141",2019,"Catamarca","35 a 39","37 a 41","masculino",2,"Terciaria/Universitaria Completa"
"142",2019,"Catamarca","35 a 39","37 a 41","masculino",25,"Terciaria/Universitaria Completa"
"143",2019,"Catamarca","35 a 39","37 a 41","masculino",42,"Terciaria/Universitaria Completa"
"144",2019,"Catamarca","35 a 39","37 a 41","masculino",36,"Terciaria/Universitaria Completa"
"145",2019,"Catamarca","35 a 39","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"146",2019,"Catamarca","35 a 39","42 y más","masculino",1,"Terciaria/Universitaria Completa"
"147",2019,"Catamarca","35 a 39","Sin especif","masculino",2,"Terciaria/Universitaria Completa"
"148",2019,"Catamarca","Menor de 15","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"149",2019,"Catamarca","Menor de 15","37 a 41","masculino",3,"Secundaria/Polimodal Incompleta"
"150",2019,"Catamarca","Menor de 15","37 a 41","masculino",3,"Secundaria/Polimodal Incompleta"
"151",2019,"Catamarca","15 a 19","37 a 41","masculino",1,"Sin instrucción"
"152",2019,"CABA","25 a 29","32 a 36","femenino",3,"Secundaria/Polimodal Incompleta"
"153",2019,"Córdoba","30 a 34","32 a 36","femenino",1,"Terciaria/Universitaria Incompleta"
"154",2019,"Catamarca","15 a 19","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"155",2019,"Catamarca","15 a 19","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"156",2019,"Catamarca","15 a 19","37 a 41","masculino",3,"Primaria/C. EGB Incompleta"
"157",2019,"Catamarca","15 a 19","37 a 41","masculino",4,"Primaria/C. EGB Incompleta"
"158",2019,"Catamarca","15 a 19","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"159",2019,"Catamarca","15 a 19","37 a 41","masculino",10,"Primaria/C. EGB Completa"
"160",2019,"Catamarca","15 a 19","37 a 41","masculino",15,"Primaria/C. EGB Completa"
"161",2019,"Catamarca","15 a 19","37 a 41","masculino",8,"Primaria/C. EGB Completa"
"162",2019,"Catamarca","15 a 19","Sin especif","masculino",1,"Primaria/C. EGB Completa"
"163",2019,"Catamarca","15 a 19","24 a 27","masculino",2,"Secundaria/Polimodal Incompleta"
"164",2019,"Catamarca","15 a 19","24 a 27","masculino",1,"Secundaria/Polimodal Incompleta"
"165",2019,"Catamarca","15 a 19","28 a 31","masculino",1,"Secundaria/Polimodal Incompleta"
"166",2019,"Catamarca","15 a 19","32 a 36","masculino",2,"Secundaria/Polimodal Incompleta"
"167",2019,"Catamarca","15 a 19","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"168",2019,"Catamarca","15 a 19","32 a 36","masculino",3,"Secundaria/Polimodal Incompleta"
"169",2019,"Córdoba","40 a 44","37 a 41","masculino",79,"Secundaria/Polimodal Completa"
"170",2019,"Córdoba","40 a 44","28 a 31","masculino",3,"Terciaria/Universitaria Completa"
"171",2019,"Córdoba","40 a 44","37 a 41","masculino",8,"Terciaria/Universitaria Completa"
"172",2019,"Córdoba","40 a 44","37 a 41","masculino",60,"Terciaria/Universitaria Completa"
"173",2019,"Córdoba","40 a 44","37 a 41","masculino",143,"Terciaria/Universitaria Completa"
"174",2019,"Córdoba","40 a 44","37 a 41","masculino",108,"Terciaria/Universitaria Completa"
"175",2019,"Córdoba","De 45 y más","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"176",2019,"Córdoba","De 45 y más","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"177",2019,"Córdoba","De 45 y más","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"178",2019,"Córdoba","De 45 y más","37 a 41","masculino",7,"Primaria/C. EGB Completa"
"179",2019,"Catamarca","40 a 44","37 a 41","masculino",5,"Secundaria/Polimodal Incompleta"
"180",2019,"Catamarca","40 a 44","37 a 41","masculino",2,"Secundaria/Polimodal Incompleta"
"181",2019,"Catamarca","40 a 44","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"182",2019,"Catamarca","40 a 44","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"183",2019,"Catamarca","40 a 44","37 a 41","masculino",6,"Secundaria/Polimodal Completa"
"184",2019,"Catamarca","40 a 44","37 a 41","masculino",8,"Secundaria/Polimodal Completa"
"185",2019,"Catamarca","40 a 44","37 a 41","masculino",9,"Secundaria/Polimodal Completa"
"186",2019,"Catamarca","40 a 44","Sin especif","masculino",1,"Secundaria/Polimodal Completa"
"187",2019,"Catamarca","40 a 44","32 a 36","masculino",2,"Terciaria/Universitaria Incompleta"
"188",2019,"Catamarca","40 a 44","37 a 41","masculino",1,"Terciaria/Universitaria Incompleta"
"189",2019,"Catamarca","40 a 44","37 a 41","masculino",4,"Terciaria/Universitaria Incompleta"
"190",2019,"Catamarca","40 a 44","37 a 41","masculino",4,"Terciaria/Universitaria Incompleta"
"191",2019,"Catamarca","40 a 44","32 a 36","masculino",2,"Terciaria/Universitaria Completa"
"192",2019,"Catamarca","40 a 44","37 a 41","masculino",2,"Terciaria/Universitaria Completa"
"193",2019,"Catamarca","40 a 44","37 a 41","masculino",5,"Terciaria/Universitaria Completa"
"194",2019,"Catamarca","40 a 44","37 a 41","masculino",16,"Terciaria/Universitaria Completa"
"195",2019,"Catamarca","40 a 44","37 a 41","masculino",10,"Terciaria/Universitaria Completa"
"196",2019,"Catamarca","De 45 y más","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"197",2019,"Catamarca","De 45 y más","37 a 41","masculino",2,"Secundaria/Polimodal Incompleta"
"198",2019,"Catamarca","De 45 y más","37 a 41","masculino",2,"Terciaria/Universitaria Completa"
"199",2019,"Catamarca","De 45 y más","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"200",2019,"Misiones","30 a 34","37 a 41","masculino",7,"Terciaria/Universitaria Completa"
"201",2019,"Misiones","30 a 34","37 a 41","masculino",44,"Terciaria/Universitaria Completa"
"202",2019,"Misiones","30 a 34","37 a 41","masculino",122,"Terciaria/Universitaria Completa"
"203",2019,"San Juan","30 a 34","37 a 41","masculino",32,"Terciaria/Universitaria Completa"
"204",2019,"San Luis","15 a 19","37 a 41","masculino",22,"Secundaria/Polimodal Completa"
"205",2019,"San Luis","15 a 19","37 a 41","masculino",14,"Secundaria/Polimodal Completa"
"206",2019,"Catamarca","30 a 34","37 a 41","masculino",5,"Secundaria/Polimodal Completa"
"207",2019,"Catamarca","30 a 34","37 a 41","masculino",33,"Secundaria/Polimodal Completa"
"208",2019,"Catamarca","30 a 34","37 a 41","masculino",79,"Secundaria/Polimodal Completa"
"209",2019,"Catamarca","30 a 34","37 a 41","masculino",66,"Secundaria/Polimodal Completa"
"210",2019,"Catamarca","30 a 34","42 y más","masculino",1,"Secundaria/Polimodal Completa"
"211",2019,"Catamarca","30 a 34","Sin especif","masculino",1,"Secundaria/Polimodal Completa"
"212",2019,"Catamarca","30 a 34","Sin especif","masculino",2,"Secundaria/Polimodal Completa"
"213",2019,"Catamarca","30 a 34","Sin especif","masculino",2,"Secundaria/Polimodal Completa"
"214",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"215",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"216",2019,"Catamarca","30 a 34","32 a 36","masculino",3,"Terciaria/Universitaria Incompleta"
"217",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"218",2019,"Catamarca","30 a 34","37 a 41","masculino",9,"Terciaria/Universitaria Incompleta"
"219",2019,"Catamarca","30 a 34","37 a 41","masculino",27,"Terciaria/Universitaria Incompleta"
"220",2019,"Catamarca","30 a 34","37 a 41","masculino",19,"Terciaria/Universitaria Incompleta"
"221",2019,"Catamarca","30 a 34","Sin especif","masculino",2,"Terciaria/Universitaria Incompleta"
"222",2019,"Mendoza","25 a 29","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"223",2019,"Mendoza","25 a 29","37 a 41","masculino",14,"Secundaria/Polimodal Incompleta"
"224",2019,"Formosa","35 a 39","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"225",2019,"Córdoba","30 a 34","37 a 41","femenino",13,"Terciaria/Universitaria Incompleta"
"226",2019,"Mendoza","20 a 24","37 a 41","masculino",384,"Secundaria/Polimodal Completa"
"227",2019,"Mendoza","25 a 29","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"228",2019,"Mendoza","25 a 29","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"229",2019,"Mendoza","25 a 29","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"230",2019,"Mendoza","25 a 29","32 a 36","masculino",5,"Secundaria/Polimodal Incompleta"
"231",2019,"Chaco","15 a 19","37 a 41","femenino",5,"Terciaria/Universitaria Completa"
"232",2019,"Mendoza","25 a 29","37 a 41","masculino",129,"Secundaria/Polimodal Incompleta"
"233",2019,"Mendoza","25 a 29","37 a 41","masculino",401,"Secundaria/Polimodal Incompleta"
"234",2019,"Mendoza","25 a 29","37 a 41","masculino",413,"Secundaria/Polimodal Incompleta"
"235",2019,"Mendoza","25 a 29","24 a 27","masculino",1,"Secundaria/Polimodal Completa"
"236",2019,"Mendoza","25 a 29","24 a 27","masculino",1,"Secundaria/Polimodal Completa"
"237",2019,"Chubut","35 a 39","37 a 41","masculino",8,"Secundaria/Polimodal Incompleta"
"238",2019,"Chubut","35 a 39","37 a 41","masculino",23,"Secundaria/Polimodal Incompleta"
"239",2019,"Chubut","35 a 39","37 a 41","masculino",31,"Secundaria/Polimodal Incompleta"
"240",2019,"Chubut","35 a 39","42 y más","masculino",1,"Secundaria/Polimodal Incompleta"
"241",2019,"Chubut","35 a 39","24 a 27","masculino",1,"Secundaria/Polimodal Completa"
"242",2019,"Chubut","35 a 39","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"243",2019,"Chubut","35 a 39","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"244",2019,"Chubut","35 a 39","32 a 36","masculino",4,"Secundaria/Polimodal Completa"
"245",2019,"Chubut","35 a 39","32 a 36","masculino",5,"Secundaria/Polimodal Completa"
"246",2019,"Chubut","35 a 39","32 a 36","masculino",4,"Secundaria/Polimodal Completa"
"247",2019,"Chubut","35 a 39","32 a 36","masculino",2,"Secundaria/Polimodal Completa"
"248",2019,"Chubut","35 a 39","37 a 41","masculino",3,"Secundaria/Polimodal Completa"
"249",2019,"Chubut","35 a 39","37 a 41","masculino",29,"Secundaria/Polimodal Completa"
"250",2019,"Chubut","35 a 39","37 a 41","masculino",87,"Secundaria/Polimodal Completa"
"251",2019,"Chubut","35 a 39","37 a 41","masculino",76,"Secundaria/Polimodal Completa"
"252",2019,"Chubut","35 a 39","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"253",2019,"Chubut","35 a 39","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"254",2019,"Chubut","35 a 39","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"255",2019,"Chubut","35 a 39","37 a 41","masculino",2,"Terciaria/Universitaria Incompleta"
"256",2019,"Chubut","35 a 39","37 a 41","masculino",12,"Terciaria/Universitaria Incompleta"
"257",2019,"Chubut","35 a 39","37 a 41","masculino",11,"Terciaria/Universitaria Incompleta"
"258",2019,"Jujuy","30 a 34","42 y más","masculino",2,"Terciaria/Universitaria Completa"
"259",2019,"Jujuy","35 a 39","37 a 41","masculino",4,"Sin instrucción"
"260",2019,"Catamarca","25 a 29","37 a 41","masculino",17,"Terciaria/Universitaria Completa"
"261",2019,"Catamarca","25 a 29","37 a 41","masculino",59,"Terciaria/Universitaria Completa"
"262",2019,"Catamarca","25 a 29","37 a 41","masculino",37,"Terciaria/Universitaria Completa"
"263",2019,"Catamarca","25 a 29","Sin especif","masculino",2,"Terciaria/Universitaria Completa"
"264",2019,"Catamarca","30 a 34","37 a 41","masculino",1,"Sin instrucción"
"265",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"266",2019,"Catamarca","30 a 34","37 a 41","masculino",4,"Primaria/C. EGB Incompleta"
"267",2019,"Catamarca","30 a 34","37 a 41","masculino",6,"Primaria/C. EGB Incompleta"
"268",2019,"Catamarca","30 a 34","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"269",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"270",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"271",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"272",2019,"Catamarca","30 a 34","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"273",2019,"Catamarca","30 a 34","37 a 41","masculino",5,"Primaria/C. EGB Completa"
"274",2019,"Catamarca","30 a 34","37 a 41","masculino",10,"Primaria/C. EGB Completa"
"275",2019,"Catamarca","30 a 34","37 a 41","masculino",14,"Primaria/C. EGB Completa"
"276",2019,"Catamarca","30 a 34","Sin especif","masculino",2,"Primaria/C. EGB Completa"
"277",2019,"Catamarca","30 a 34","32 a 36","masculino",2,"Secundaria/Polimodal Incompleta"
"278",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"279",2019,"Catamarca","30 a 34","37 a 41","masculino",6,"Secundaria/Polimodal Incompleta"
"280",2019,"Catamarca","30 a 34","37 a 41","masculino",32,"Secundaria/Polimodal Incompleta"
"281",2019,"Catamarca","30 a 34","37 a 41","masculino",21,"Secundaria/Polimodal Incompleta"
"282",2019,"Catamarca","30 a 34","Sin especif","masculino",1,"Secundaria/Polimodal Incompleta"
"283",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"284",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"285",2019,"Catamarca","30 a 34","32 a 36","masculino",5,"Secundaria/Polimodal Completa"
"286",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"287",2019,"Catamarca","30 a 34","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"288",2019,"Catamarca","30 a 34","37 a 41","masculino",1,"Secundaria/Polimodal Completa"
