"","anio","jurisdicion_nombre","edad_madre","semana_gestacion","sexo","nacimientos_cantidad","educacion"
"882",2019,"Córdoba","20 a 24","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"883",2019,"Córdoba","20 a 24","32 a 36","masculino",4,"Secundaria/Polimodal Completa"
"884",2019,"Córdoba","20 a 24","32 a 36","masculino",13,"Secundaria/Polimodal Completa"
"885",2019,"Córdoba","25 a 29","32 a 36","masculino",13,"Primaria/C. EGB Completa"
"886",2019,"Córdoba","25 a 29","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"887",2019,"Córdoba","25 a 29","37 a 41","masculino",11,"Primaria/C. EGB Completa"
"888",2019,"Córdoba","25 a 29","37 a 41","masculino",80,"Primaria/C. EGB Completa"
"889",2019,"Córdoba","25 a 29","37 a 41","masculino",225,"Primaria/C. EGB Completa"
"890",2019,"Córdoba","25 a 29","37 a 41","masculino",230,"Primaria/C. EGB Completa"
"891",2019,"Córdoba","25 a 29","42 y más","masculino",1,"Primaria/C. EGB Completa"
"892",2019,"Córdoba","25 a 29","Sin especif","masculino",1,"Primaria/C. EGB Completa"
"893",2019,"Córdoba","25 a 29","Menos de 22","masculino",1,"Secundaria/Polimodal Incompleta"
"894",2019,"Córdoba","25 a 29","24 a 27","masculino",4,"Secundaria/Polimodal Incompleta"
"895",2019,"Córdoba","25 a 29","24 a 27","masculino",2,"Secundaria/Polimodal Incompleta"
"896",2019,"Córdoba","25 a 29","28 a 31","masculino",2,"Secundaria/Polimodal Incompleta"
"897",2019,"Córdoba","25 a 29","28 a 31","masculino",5,"Secundaria/Polimodal Incompleta"
"898",2019,"Córdoba","25 a 29","28 a 31","masculino",1,"Secundaria/Polimodal Incompleta"
"899",2019,"Córdoba","25 a 29","28 a 31","masculino",1,"Secundaria/Polimodal Incompleta"
"900",2019,"Córdoba","25 a 29","32 a 36","masculino",2,"Secundaria/Polimodal Incompleta"
"901",2019,"Córdoba","25 a 29","32 a 36","masculino",10,"Secundaria/Polimodal Incompleta"
"902",2019,"Córdoba","25 a 29","32 a 36","masculino",32,"Secundaria/Polimodal Incompleta"
"903",2019,"Córdoba","25 a 29","32 a 36","masculino",35,"Secundaria/Polimodal Incompleta"
"904",2019,"Córdoba","25 a 29","32 a 36","masculino",14,"Secundaria/Polimodal Incompleta"
"905",2019,"Córdoba","25 a 29","32 a 36","masculino",5,"Secundaria/Polimodal Incompleta"
"906",2019,"Córdoba","25 a 29","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"907",2019,"Córdoba","25 a 29","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"908",2019,"Córdoba","25 a 29","37 a 41","masculino",19,"Secundaria/Polimodal Incompleta"
"909",2019,"Córdoba","25 a 29","37 a 41","masculino",218,"Secundaria/Polimodal Incompleta"
"910",2019,"Córdoba","25 a 29","32 a 36","masculino",9,"Terciaria/Universitaria Incompleta"
"911",2019,"Córdoba","25 a 29","32 a 36","masculino",4,"Terciaria/Universitaria Incompleta"
"912",2019,"Córdoba","25 a 29","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"913",2019,"Córdoba","25 a 29","37 a 41","masculino",3,"Terciaria/Universitaria Incompleta"
"914",2019,"Córdoba","25 a 29","37 a 41","masculino",12,"Terciaria/Universitaria Incompleta"
"915",2019,"Córdoba","25 a 29","37 a 41","masculino",79,"Terciaria/Universitaria Incompleta"
"916",2019,"Córdoba","25 a 29","37 a 41","masculino",241,"Terciaria/Universitaria Incompleta"
"917",2019,"Córdoba","25 a 29","37 a 41","masculino",216,"Terciaria/Universitaria Incompleta"
"918",2019,"Córdoba","25 a 29","37 a 41","masculino",2,"Terciaria/Universitaria Incompleta"
"919",2019,"Córdoba","25 a 29","Sin especif","masculino",1,"Terciaria/Universitaria Incompleta"
"920",2019,"Córdoba","25 a 29","24 a 27","masculino",3,"Terciaria/Universitaria Completa"
"921",2019,"Córdoba","25 a 29","28 a 31","masculino",2,"Terciaria/Universitaria Completa"
"922",2019,"Córdoba","25 a 29","28 a 31","masculino",5,"Terciaria/Universitaria Completa"
"923",2019,"Córdoba","25 a 29","32 a 36","masculino",1,"Terciaria/Universitaria Completa"
"924",2019,"Córdoba","25 a 29","32 a 36","masculino",8,"Terciaria/Universitaria Completa"
"925",2019,"Córdoba","25 a 29","32 a 36","masculino",16,"Terciaria/Universitaria Completa"
"926",2019,"Córdoba","25 a 29","32 a 36","masculino",29,"Terciaria/Universitaria Completa"
"927",2019,"Córdoba","25 a 29","32 a 36","masculino",10,"Terciaria/Universitaria Completa"
"928",2019,"Córdoba","25 a 29","32 a 36","masculino",2,"Terciaria/Universitaria Completa"
"929",2019,"Córdoba","25 a 29","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"930",2019,"Córdoba","25 a 29","37 a 41","masculino",18,"Terciaria/Universitaria Completa"
"931",2019,"Córdoba","25 a 29","37 a 41","masculino",156,"Terciaria/Universitaria Completa"
"932",2019,"Córdoba","25 a 29","37 a 41","masculino",447,"Terciaria/Universitaria Completa"
"933",2019,"Córdoba","25 a 29","37 a 41","masculino",392,"Terciaria/Universitaria Completa"
"934",2019,"Córdoba","25 a 29","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"935",2019,"Córdoba","30 a 34","37 a 41","masculino",3,"Primaria/C. EGB Incompleta"
"936",2019,"Córdoba","30 a 34","37 a 41","masculino",13,"Primaria/C. EGB Incompleta"
"937",2019,"Córdoba","30 a 34","37 a 41","masculino",20,"Primaria/C. EGB Incompleta"
"938",2019,"Córdoba","30 a 34","37 a 41","masculino",18,"Primaria/C. EGB Incompleta"
"939",2019,"Córdoba","30 a 34","Sin especif","masculino",1,"Primaria/C. EGB Incompleta"
"940",2019,"Córdoba","30 a 34","28 a 31","masculino",1,"Primaria/C. EGB Completa"
"941",2019,"Córdoba","30 a 34","28 a 31","masculino",1,"Primaria/C. EGB Completa"
"942",2019,"Córdoba","30 a 34","32 a 36","masculino",2,"Primaria/C. EGB Completa"
"943",2019,"Córdoba","30 a 34","32 a 36","masculino",6,"Primaria/C. EGB Completa"
"944",2019,"Córdoba","30 a 34","32 a 36","masculino",7,"Primaria/C. EGB Completa"
"945",2019,"Córdoba","30 a 34","32 a 36","masculino",9,"Primaria/C. EGB Completa"
"946",2019,"Córdoba","30 a 34","32 a 36","masculino",3,"Primaria/C. EGB Completa"
"947",2019,"Córdoba","30 a 34","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"948",2019,"Córdoba","30 a 34","37 a 41","masculino",5,"Primaria/C. EGB Completa"
"949",2019,"CABA","40 a 44","37 a 41","masculino",229,"Terciaria/Universitaria Completa"
"950",2019,"CABA","40 a 44","37 a 41","masculino",227,"Terciaria/Universitaria Completa"
"951",2019,"CABA","40 a 44","42 y más","masculino",1,"Terciaria/Universitaria Completa"
"952",2019,"CABA","40 a 44","Sin especif","masculino",3,"Terciaria/Universitaria Completa"
"953",2019,"CABA","40 a 44","Sin especif","masculino",2,"Terciaria/Universitaria Completa"
"954",2019,"CABA","40 a 44","Sin especif","masculino",1,"Terciaria/Universitaria Completa"
"955",2019,"CABA","40 a 44","Sin especif","masculino",1,"Terciaria/Universitaria Completa"
"956",2019,"CABA","De 45 y más","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"957",2019,"CABA","De 45 y más","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"958",2019,"CABA","De 45 y más","37 a 41","masculino",2,"Primaria/C. EGB Completa"
"959",2019,"CABA","De 45 y más","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"960",2019,"CABA","De 45 y más","37 a 41","masculino",3,"Primaria/C. EGB Completa"
"961",2019,"CABA","De 45 y más","28 a 31","masculino",1,"Secundaria/Polimodal Incompleta"
"962",2019,"CABA","De 45 y más","37 a 41","masculino",2,"Secundaria/Polimodal Incompleta"
"963",2019,"CABA","De 45 y más","32 a 36","masculino",3,"Secundaria/Polimodal Completa"
"964",2019,"CABA","De 45 y más","32 a 36","masculino",2,"Secundaria/Polimodal Completa"
"965",2019,"CABA","De 45 y más","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"966",2019,"Córdoba","30 a 34","Sin especif","masculino",2,"Secundaria/Polimodal Incompleta"
"967",2019,"Córdoba","30 a 34","32 a 36","masculino",3,"Terciaria/Universitaria Incompleta"
"968",2019,"Córdoba","30 a 34","32 a 36","masculino",6,"Terciaria/Universitaria Incompleta"
"969",2019,"Córdoba","30 a 34","32 a 36","masculino",13,"Terciaria/Universitaria Incompleta"
"970",2019,"Córdoba","30 a 34","32 a 36","masculino",7,"Terciaria/Universitaria Incompleta"
"971",2019,"Córdoba","30 a 34","32 a 36","masculino",3,"Terciaria/Universitaria Incompleta"
"972",2019,"Córdoba","30 a 34","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"973",2019,"Córdoba","30 a 34","37 a 41","masculino",8,"Terciaria/Universitaria Incompleta"
"974",2019,"Córdoba","30 a 34","37 a 41","masculino",72,"Terciaria/Universitaria Incompleta"
"975",2019,"Córdoba","30 a 34","37 a 41","masculino",209,"Terciaria/Universitaria Incompleta"
"976",2019,"Córdoba","30 a 34","37 a 41","masculino",187,"Terciaria/Universitaria Incompleta"
"977",2019,"Córdoba","30 a 34","37 a 41","masculino",2,"Terciaria/Universitaria Incompleta"
"978",2019,"Córdoba","30 a 34","42 y más","masculino",1,"Terciaria/Universitaria Incompleta"
"979",2019,"Córdoba","30 a 34","Sin especif","masculino",1,"Terciaria/Universitaria Incompleta"
"980",2019,"Córdoba","30 a 34","Sin especif","masculino",1,"Terciaria/Universitaria Incompleta"
"981",2019,"Córdoba","30 a 34","24 a 27","masculino",4,"Terciaria/Universitaria Completa"
"982",2019,"Córdoba","30 a 34","28 a 31","masculino",1,"Terciaria/Universitaria Completa"
"983",2019,"Córdoba","30 a 34","32 a 36","masculino",4,"Terciaria/Universitaria Completa"
"984",2019,"Córdoba","30 a 34","32 a 36","masculino",11,"Terciaria/Universitaria Completa"
"985",2019,"Córdoba","30 a 34","32 a 36","masculino",46,"Terciaria/Universitaria Completa"
"986",2019,"Córdoba","30 a 34","32 a 36","masculino",48,"Terciaria/Universitaria Completa"
"987",2019,"Córdoba","30 a 34","32 a 36","masculino",16,"Terciaria/Universitaria Completa"
"988",2019,"Córdoba","30 a 34","32 a 36","masculino",6,"Terciaria/Universitaria Completa"
"989",2019,"Córdoba","30 a 34","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"990",2019,"Córdoba","30 a 34","37 a 41","masculino",29,"Terciaria/Universitaria Completa"
"991",2019,"Córdoba","30 a 34","37 a 41","masculino",319,"Terciaria/Universitaria Completa"
"992",2019,"Córdoba","30 a 34","37 a 41","masculino",870,"Terciaria/Universitaria Completa"
"993",2019,"Córdoba","30 a 34","37 a 41","masculino",752,"Terciaria/Universitaria Completa"
"994",2019,"Córdoba","30 a 34","Sin especif","masculino",1,"Terciaria/Universitaria Completa"
"995",2019,"Córdoba","30 a 34","Sin especif","masculino",1,"Terciaria/Universitaria Completa"
"996",2019,"Córdoba","30 a 34","Sin especif","masculino",2,"Terciaria/Universitaria Completa"
"997",2019,"Córdoba","35 a 39","37 a 41","masculino",1,"Sin instrucción"
"998",2019,"Córdoba","35 a 39","32 a 36","masculino",3,"Primaria/C. EGB Completa"
"999",2019,"Córdoba","35 a 39","32 a 36","masculino",9,"Primaria/C. EGB Completa"
"1000",2019,"CABA","25 a 29","37 a 41","masculino",3,"Terciaria/Universitaria Incompleta"
"1001",2019,"CABA","25 a 29","37 a 41","masculino",22,"Terciaria/Universitaria Incompleta"
"1002",2019,"CABA","25 a 29","37 a 41","masculino",67,"Terciaria/Universitaria Incompleta"
"1003",2019,"CABA","25 a 29","37 a 41","masculino",74,"Terciaria/Universitaria Incompleta"
"1004",2019,"CABA","30 a 34","37 a 41","masculino",1,"Sin instrucción"
"1005",2019,"CABA","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"1006",2019,"CABA","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"1007",2019,"CABA","30 a 34","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"1008",2019,"CABA","30 a 34","37 a 41","masculino",5,"Primaria/C. EGB Incompleta"
"1009",2019,"CABA","30 a 34","37 a 41","masculino",11,"Primaria/C. EGB Incompleta"
"1010",2019,"CABA","30 a 34","37 a 41","masculino",13,"Primaria/C. EGB Incompleta"
"1011",2019,"CABA","30 a 34","Sin especif","masculino",1,"Primaria/C. EGB Incompleta"
"1012",2019,"CABA","30 a 34","28 a 31","masculino",1,"Primaria/C. EGB Completa"
"1013",2019,"CABA","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"1014",2019,"CABA","30 a 34","32 a 36","masculino",2,"Primaria/C. EGB Completa"
"1015",2019,"CABA","30 a 34","32 a 36","masculino",10,"Primaria/C. EGB Completa"
"1016",2019,"CABA","25 a 29","37 a 41","masculino",311,"Secundaria/Polimodal Completa"
"1017",2019,"CABA","25 a 29","37 a 41","masculino",3,"Secundaria/Polimodal Completa"
"1018",2019,"CABA","25 a 29","Sin especif","masculino",10,"Secundaria/Polimodal Completa"
"1019",2019,"CABA","25 a 29","32 a 36","masculino",2,"Terciaria/Universitaria Incompleta"
"1020",2019,"CABA","25 a 29","32 a 36","masculino",3,"Terciaria/Universitaria Incompleta"
"1021",2019,"CABA","25 a 29","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"1022",2019,"CABA","25 a 29","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"1023",2019,"CABA","25 a 29","37 a 41","masculino",2,"Terciaria/Universitaria Incompleta"
"1024",2019,"CABA","25 a 29","42 y más","masculino",1,"Terciaria/Universitaria Incompleta"
"1025",2019,"CABA","25 a 29","42 y más","masculino",1,"Terciaria/Universitaria Incompleta"
"1026",2019,"CABA","25 a 29","Sin especif","masculino",1,"Terciaria/Universitaria Incompleta"
"1027",2019,"CABA","25 a 29","Sin especif","masculino",2,"Terciaria/Universitaria Incompleta"
"1028",2019,"CABA","Menor de 15","37 a 41","masculino",2,"Primaria/C. EGB Completa"
"1029",2019,"CABA","Menor de 15","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"1030",2019,"CABA","Menor de 15","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"1031",2019,"CABA","Menor de 15","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"1032",2019,"CABA","15 a 19","32 a 36","masculino",1,"Sin instrucción"
"1033",2019,"CABA","15 a 19","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"1034",2019,"CABA","15 a 19","37 a 41","masculino",3,"Primaria/C. EGB Incompleta"
"1035",2019,"CABA","15 a 19","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"1036",2019,"CABA","15 a 19","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"1037",2019,"CABA","15 a 19","24 a 27","masculino",1,"Primaria/C. EGB Completa"
"1038",2019,"CABA","15 a 19","28 a 31","masculino",1,"Primaria/C. EGB Completa"
"1039",2019,"CABA","15 a 19","28 a 31","masculino",1,"Primaria/C. EGB Completa"
"1040",2019,"CABA","15 a 19","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"1041",2019,"CABA","15 a 19","32 a 36","masculino",4,"Primaria/C. EGB Completa"
"1042",2019,"CABA","15 a 19","32 a 36","masculino",2,"Primaria/C. EGB Completa"
"1043",2019,"CABA","15 a 19","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"1044",2019,"CABA","15 a 19","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"1045",2019,"CABA","15 a 19","37 a 41","masculino",24,"Primaria/C. EGB Completa"
"1046",2019,"CABA","15 a 19","37 a 41","masculino",41,"Primaria/C. EGB Completa"
"1047",2019,"CABA","15 a 19","37 a 41","masculino",44,"Primaria/C. EGB Completa"
"1048",2019,"CABA","15 a 19","42 y más","masculino",1,"Primaria/C. EGB Completa"
"1049",2019,"CABA","15 a 19","42 y más","masculino",1,"Primaria/C. EGB Completa"
"1050",2019,"CABA","15 a 19","Sin especif","masculino",1,"Primaria/C. EGB Completa"
"1051",2019,"CABA","15 a 19","24 a 27","masculino",2,"Secundaria/Polimodal Incompleta"
"1052",2019,"CABA","15 a 19","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"1053",2019,"CABA","15 a 19","32 a 36","masculino",6,"Secundaria/Polimodal Incompleta"
"1054",2019,"CABA","15 a 19","32 a 36","masculino",3,"Secundaria/Polimodal Incompleta"
"1055",2019,"CABA","15 a 19","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"1056",2019,"CABA","15 a 19","37 a 41","masculino",2,"Secundaria/Polimodal Incompleta"
"1057",2019,"CABA","15 a 19","37 a 41","masculino",2,"Secundaria/Polimodal Incompleta"
"1058",2019,"CABA","15 a 19","37 a 41","masculino",18,"Secundaria/Polimodal Incompleta"
"1059",2019,"CABA","15 a 19","37 a 41","masculino",61,"Secundaria/Polimodal Incompleta"
"1060",2019,"CABA","15 a 19","37 a 41","masculino",61,"Secundaria/Polimodal Incompleta"
"1061",2019,"CABA","15 a 19","42 y más","masculino",2,"Secundaria/Polimodal Incompleta"
"1062",2019,"CABA","15 a 19","Sin especif","masculino",1,"Secundaria/Polimodal Incompleta"
"1063",2019,"CABA","15 a 19","Sin especif","masculino",1,"Secundaria/Polimodal Incompleta"
"1064",2019,"CABA","15 a 19","24 a 27","masculino",1,"Secundaria/Polimodal Completa"
"1065",2019,"CABA","15 a 19","28 a 31","masculino",1,"Secundaria/Polimodal Completa"
"1066",2019,"Córdoba","De 45 y más","37 a 41","masculino",4,"Secundaria/Polimodal Completa"
"1067",2019,"Córdoba","De 45 y más","37 a 41","masculino",6,"Secundaria/Polimodal Completa"
"1068",2019,"Córdoba","De 45 y más","37 a 41","masculino",2,"Secundaria/Polimodal Completa"
"1069",2019,"Córdoba","De 45 y más","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"1070",2019,"Córdoba","De 45 y más","32 a 36","masculino",1,"Terciaria/Universitaria Incompleta"
"1071",2019,"Córdoba","De 45 y más","37 a 41","masculino",2,"Terciaria/Universitaria Incompleta"
"1072",2019,"Córdoba","De 45 y más","37 a 41","masculino",2,"Terciaria/Universitaria Incompleta"
"1073",2019,"Córdoba","De 45 y más","28 a 31","masculino",1,"Terciaria/Universitaria Completa"
"1074",2019,"Córdoba","De 45 y más","32 a 36","masculino",4,"Terciaria/Universitaria Completa"
"1075",2019,"Córdoba","De 45 y más","32 a 36","masculino",1,"Terciaria/Universitaria Completa"
"1076",2019,"Córdoba","De 45 y más","32 a 36","masculino",1,"Terciaria/Universitaria Completa"
"1077",2019,"Córdoba","De 45 y más","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"1078",2019,"Córdoba","De 45 y más","37 a 41","masculino",5,"Terciaria/Universitaria Completa"
"1079",2019,"Córdoba","De 45 y más","37 a 41","masculino",8,"Terciaria/Universitaria Completa"
"1080",2019,"Córdoba","De 45 y más","37 a 41","masculino",14,"Terciaria/Universitaria Completa"
"1081",2019,"CABA","25 a 29","37 a 41","masculino",19,"Secundaria/Polimodal Incompleta"
"1082",2019,"CABA","25 a 29","37 a 41","masculino",100,"Secundaria/Polimodal Incompleta"
"1083",2019,"CABA","25 a 29","37 a 41","masculino",96,"Secundaria/Polimodal Incompleta"
"1084",2019,"CABA","25 a 29","42 y más","masculino",2,"Secundaria/Polimodal Incompleta"
"1085",2019,"CABA","25 a 29","Sin especif","masculino",1,"Secundaria/Polimodal Incompleta"
"1086",2019,"CABA","25 a 29","Sin especif","masculino",1,"Secundaria/Polimodal Incompleta"
"1087",2019,"CABA","25 a 29","Sin especif","masculino",1,"Secundaria/Polimodal Incompleta"
"1088",2019,"CABA","25 a 29","24 a 27","masculino",3,"Secundaria/Polimodal Completa"
"1089",2019,"CABA","25 a 29","28 a 31","masculino",1,"Secundaria/Polimodal Completa"
"1090",2019,"CABA","25 a 29","28 a 31","masculino",2,"Secundaria/Polimodal Completa"
"1091",2019,"CABA","25 a 29","28 a 31","masculino",1,"Secundaria/Polimodal Completa"
"1092",2019,"CABA","25 a 29","32 a 36","masculino",1,"Secundaria/Polimodal Completa"
"1093",2019,"CABA","25 a 29","32 a 36","masculino",2,"Secundaria/Polimodal Completa"
"1094",2019,"CABA","25 a 29","32 a 36","masculino",13,"Secundaria/Polimodal Completa"
"1095",2019,"CABA","25 a 29","32 a 36","masculino",9,"Secundaria/Polimodal Completa"
"1096",2019,"CABA","25 a 29","32 a 36","masculino",9,"Secundaria/Polimodal Completa"
"1097",2019,"CABA","25 a 29","32 a 36","masculino",2,"Secundaria/Polimodal Completa"
"1098",2019,"CABA","25 a 29","37 a 41","masculino",4,"Secundaria/Polimodal Completa"
"1099",2019,"CABA","25 a 29","37 a 41","masculino",1,"Secundaria/Polimodal Completa"
"1100",2019,"CABA","25 a 29","37 a 41","masculino",15,"Secundaria/Polimodal Completa"
"1101",2019,"CABA","25 a 29","37 a 41","masculino",86,"Secundaria/Polimodal Completa"
"1102",2019,"CABA","25 a 29","37 a 41","masculino",273,"Secundaria/Polimodal Completa"
"1103",2019,"CABA","25 a 29","42 y más","masculino",1,"Secundaria/Polimodal Completa"
"1104",2019,"CABA","25 a 29","Sin especif","masculino",2,"Secundaria/Polimodal Completa"
"1105",2019,"CABA","25 a 29","24 a 27","masculino",2,"Terciaria/Universitaria Completa"
"1106",2019,"CABA","25 a 29","28 a 31","masculino",2,"Terciaria/Universitaria Completa"
"1107",2019,"CABA","25 a 29","28 a 31","masculino",2,"Terciaria/Universitaria Completa"
"1108",2019,"CABA","30 a 34","32 a 36","masculino",7,"Primaria/C. EGB Completa"
"1109",2019,"CABA","30 a 34","32 a 36","masculino",3,"Primaria/C. EGB Completa"
"1110",2019,"CABA","30 a 34","32 a 36","masculino",1,"Primaria/C. EGB Completa"
"1111",2019,"CABA","30 a 34","37 a 41","masculino",2,"Primaria/C. EGB Completa"
"1112",2019,"CABA","30 a 34","37 a 41","masculino",2,"Primaria/C. EGB Completa"
"1113",2019,"CABA","30 a 34","37 a 41","masculino",23,"Primaria/C. EGB Completa"
"1114",2019,"CABA","30 a 34","37 a 41","masculino",93,"Primaria/C. EGB Completa"
"1115",2019,"CABA","30 a 34","37 a 41","masculino",162,"Primaria/C. EGB Completa"
"1116",2019,"CABA","30 a 34","42 y más","masculino",2,"Primaria/C. EGB Completa"
"1117",2019,"CABA","30 a 34","42 y más","masculino",3,"Primaria/C. EGB Completa"
"1118",2019,"CABA","30 a 34","Sin especif","masculino",1,"Primaria/C. EGB Completa"
"1119",2019,"CABA","30 a 34","Sin especif","masculino",2,"Primaria/C. EGB Completa"
"1120",2019,"CABA","30 a 34","24 a 27","masculino",1,"Secundaria/Polimodal Incompleta"
"1121",2019,"CABA","30 a 34","28 a 31","masculino",1,"Secundaria/Polimodal Incompleta"
"1122",2019,"CABA","30 a 34","32 a 36","masculino",3,"Secundaria/Polimodal Incompleta"
"1123",2019,"CABA","Menor de 15","37 a 41","masculino",1,"Primaria/C. EGB Incompleta"
"1124",2019,"CABA","Menor de 15","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"1125",2019,"CABA","20 a 24","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"1126",2019,"CABA","20 a 24","32 a 36","masculino",4,"Secundaria/Polimodal Incompleta"
"1127",2019,"CABA","20 a 24","32 a 36","masculino",3,"Secundaria/Polimodal Incompleta"
"1128",2019,"Santiago del Estero","25 a 29","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"1129",2019,"CABA","20 a 24","32 a 36","masculino",5,"Primaria/C. EGB Completa"
"1130",2019,"CABA","20 a 24","37 a 41","masculino",1,"Primaria/C. EGB Completa"
"1131",2019,"CABA","25 a 29","42 y más","masculino",7,"Secundaria/Polimodal Completa"
"1132",2019,"CABA","25 a 29","Sin especif","masculino",2,"Secundaria/Polimodal Completa"
"1133",2019,"CABA","20 a 24","42 y más","masculino",1,"Primaria/C. EGB Completa"
"1134",2019,"CABA","20 a 24","Sin especif","masculino",1,"Primaria/C. EGB Completa"
"1135",2019,"CABA","20 a 24","24 a 27","masculino",1,"Secundaria/Polimodal Incompleta"
"1136",2019,"CABA","20 a 24","28 a 31","masculino",1,"Secundaria/Polimodal Incompleta"
"1137",2019,"CABA","20 a 24","32 a 36","masculino",1,"Secundaria/Polimodal Incompleta"
"1138",2019,"CABA","20 a 24","32 a 36","masculino",2,"Secundaria/Polimodal Incompleta"
"1139",2019,"CABA","20 a 24","32 a 36","masculino",2,"Secundaria/Polimodal Incompleta"
"1140",2019,"CABA","20 a 24","37 a 41","masculino",1,"Secundaria/Polimodal Incompleta"
"1141",2019,"CABA","20 a 24","37 a 41","masculino",6,"Secundaria/Polimodal Incompleta"
"1142",2019,"CABA","20 a 24","37 a 41","masculino",33,"Secundaria/Polimodal Incompleta"
"1143",2019,"CABA","25 a 29","32 a 36","masculino",1,"Terciaria/Universitaria Completa"
"1144",2019,"CABA","25 a 29","32 a 36","masculino",3,"Terciaria/Universitaria Completa"
"1145",2019,"CABA","25 a 29","32 a 36","masculino",8,"Terciaria/Universitaria Completa"
"1146",2019,"CABA","25 a 29","32 a 36","masculino",12,"Terciaria/Universitaria Completa"
"1147",2019,"CABA","25 a 29","32 a 36","masculino",5,"Terciaria/Universitaria Completa"
"1148",2019,"CABA","25 a 29","32 a 36","masculino",3,"Terciaria/Universitaria Completa"
"1149",2019,"CABA","25 a 29","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"1150",2019,"CABA","25 a 29","37 a 41","masculino",3,"Terciaria/Universitaria Completa"
"1151",2019,"CABA","25 a 29","37 a 41","masculino",74,"Terciaria/Universitaria Completa"
"1152",2019,"CABA","25 a 29","37 a 41","masculino",187,"Terciaria/Universitaria Completa"
"1153",2019,"CABA","25 a 29","37 a 41","masculino",204,"Terciaria/Universitaria Completa"
"1154",2019,"CABA","25 a 29","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"1155",2019,"CABA","25 a 29","42 y más","masculino",2,"Terciaria/Universitaria Completa"
"1156",2019,"CABA","25 a 29","42 y más","masculino",4,"Terciaria/Universitaria Completa"
"1157",2019,"CABA","25 a 29","42 y más","masculino",3,"Terciaria/Universitaria Completa"
"1158",2019,"CABA","25 a 29","Sin especif","masculino",2,"Terciaria/Universitaria Completa"
"1159",2019,"CABA","25 a 29","Sin especif","masculino",1,"Terciaria/Universitaria Completa"
"1160",2019,"CABA","25 a 29","Sin especif","masculino",2,"Terciaria/Universitaria Completa"
"1161",2019,"CABA","15 a 19","Sin especif","masculino",1,"Secundaria/Polimodal Completa"
"1162",2019,"CABA","15 a 19","37 a 41","masculino",1,"Terciaria/Universitaria Incompleta"
"1163",2019,"CABA","15 a 19","37 a 41","masculino",3,"Terciaria/Universitaria Incompleta"
"1164",2019,"CABA","15 a 19","37 a 41","masculino",1,"Terciaria/Universitaria Completa"
"1165",2019,"CABA","20 a 24","37 a 41","masculino",1,"Sin instrucción"
"1166",2019,"CABA","20 a 24","37 a 41","masculino",1,"Sin instrucción"
"1167",2019,"CABA","20 a 24","32 a 36","masculino",1,"Primaria/C. EGB Incompleta"
"1168",2019,"CABA","20 a 24","37 a 41","masculino",3,"Primaria/C. EGB Incompleta"
"1169",2019,"CABA","20 a 24","37 a 41","masculino",8,"Primaria/C. EGB Incompleta"
"1170",2019,"CABA","20 a 24","37 a 41","masculino",8,"Primaria/C. EGB Incompleta"
"1171",2019,"CABA","20 a 24","24 a 27","masculino",1,"Primaria/C. EGB Completa"
"1172",2019,"CABA","20 a 24","32 a 36","masculino",1,"Primaria/C. EGB Completa"
