fecha,oficina_cf,provincia,provincia_id,pais_destino,pais_destino_id,pais_destino_id_iso_3166_1,continente,mercaderia_certificada,transporte,tn
2020-01-01,RIO TERCERO,Córdoba,14,REINO UNIDO,426,GBR,Europa,Grano de Maní Partido Blancheado,CAMION|CONT,50.020
2020-01-01,RIO TERCERO,Córdoba,14,ESPAÑA,410,ESP,Europa,Grano de Maní Blancheado,CAMION|CONT,46.120
2020-01-01,RIO TERCERO,Córdoba,14,POLONIA,424,POL,Europa,Grano de Maní Blancheado,CAMION|CONT,22.400
2020-01-01,RIO TERCERO,Córdoba,14,BELGICA,406,BEL,Europa,Grano de Maní Partido Blancheado,CAMION|CONT,25.040
2020-01-01,RIO TERCERO,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maní Partido Blancheado,CAMION|CONT,25.060
2020-01-01,RIO TERCERO,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maní Blancheado,CAMION|CONT,225.380
2020-01-01,RIO TERCERO,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maní,CONT,50.000
2020-01-01,RIO TERCERO,Córdoba,14,BULGARIA,407,BGR,Europa,Grano de Maní,CAMION|CONT,25.060
2020-01-01,RIO TERCERO,Córdoba,14,BULGARIA,407,BGR,Europa,Grano de Maní,CONT,75.040
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,PERU,222,PER,América,Aceite refinado de girasol,CAMION|CONT,22.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,PERU,222,PER,América,Grano de Poroto,CONT,49.760
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ESTADOS UNIDOS,212,USA,América,Jugo de Limón Congelado,CONT,20.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,REINO UNIDO,426,GBR,Europa,Semilla de Raigrás perenne,AVION,0.002
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ESPAÑA,410,ESP,Europa,Grano de Poroto,CONT,282.980
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,POLONIA,424,POL,Europa,Yerba Mate,CONT,8.352
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ITALIA,417,ITA,Europa,Grano de Poroto,CONT,46.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,BRASIL,203,BRA,América,Aceite refinado de girasol,CAMION,18.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,TURQUIA,436,TUR,Europa,Grano de Poroto,CONT,113.840
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,EL SALVADOR,211,SLV,América,Almidón de Maíz,CONT,50.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,FRANCIA,412,FRA,Europa,Grano de Poroto,CONT,44.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ECUADOR,210,ECU,América,tablero de fibra de madera,CONT,23.733
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Chía,CONT,22.983
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Sésamo,CONT,2.738
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ALEMANIA,438,DEU,Europa,Yerba Mate,CONT,3.600
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ISRAEL,319,ISR,Asia,Grano de Poroto,CONT,47.500
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,VENEZUELA,226,VEN,América,Grano de Poroto,CONT,49.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ARGELIA,102,DZA,Africa,Grano de Poroto,CONT,226.940
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,ARGELIA,102,DZA,Africa,Grano de Maíz Pisingallo,CONT,126.020
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,BULGARIA,407,BGR,Europa,Grano de Poroto,CONT,64.800
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,JAPON,320,JPN,Asia,Yerba Mate,CONT,1.864
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,INDONESIA,316,IDN,Asia,Fibra de Algodón,CONT,198.840
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,CANADA,204,CAN,América,Frutilla Congelada,CONT,22.225
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,PAKISTAN,332,PAK,Asia,Grano de Garbanzo,CONT,48.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,PAKISTAN,332,PAK,Asia,Fibra de Algodón,CONT,101.660
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,RUMANIA,427,ROU,Europa,Grano de Poroto,CONT,48.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,URUGUAY,225,URY,América,Champiñón fresco,AVION,0.578
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,JORDANIA,321,JOR,Asia,Grano de Poroto,CONT,98.850
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,EGIPTO,113,EGY,Africa,Proteína de Soja,CONT,36.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,OMAN,328,OMN,Asia,Grano de Poroto,CONT,92.000
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,IRAK,317,IRQ,Asia,Limón Fresco,CONT,23.814
2020-01-02,PUERTO DE BUENOS AIRES (CIUDAD AUTONOMA DE BUENOS AIRES),Ciudad Autónoma de Buenos Aires,02,BELICE (HONDURAS BRITANICA),236,BLZ,América,tablero de fibra de madera,CONT,76.403
2020-01-02,OBERÁ,Misiones,54,ESTADOS UNIDOS,212,USA,América,Té Negro,CONT,144.000
2020-01-02,OBERÁ,Misiones,54,REINO UNIDO,426,GBR,Europa,Té Negro,CONT,24.000
2020-01-02,OBERÁ,Misiones,54,POLONIA,424,POL,Europa,Té Negro,CONT,72.000
2020-01-02,OBERÁ,Misiones,54,CHILE,208,CHL,América,Té Negro,CAMION,112.000
2020-01-02,OBERÁ,Misiones,54,CHILE,208,CHL,América,Yerba Mate,CAMION,27.894
2020-01-02,SAN SALVADOR DE JUJUY,Jujuy,38,ITALIA,417,ITA,Europa,Grano de Poroto,CONT,90.800
2020-01-02,SAN SALVADOR DE JUJUY,Jujuy,38,FRANCIA,412,FRA,Europa,Grano de Poroto,CONT,136.200
2020-01-02,RIO TERCERO,Córdoba,14,GRECIA,413,GRC,Europa,Grano de Maní,CONT,24.940
2020-01-02,RIO TERCERO,Córdoba,14,CHILE,208,CHL,América,Grano de Maíz,CAMION,142.500
2020-01-02,RIO TERCERO,Córdoba,14,CHILE,208,CHL,América,Grano de Soja,CAMION,28.000
2020-01-02,CORDOBA,Córdoba,14,ESTADOS UNIDOS,212,USA,América,Aceite de Oliva,AVION,0.005
2020-01-02,CORDOBA,Córdoba,14,ESPAÑA,410,ESP,Europa,Grano de Garbanzo,CONT,48.000
2020-01-02,CORDOBA,Córdoba,14,EL SALVADOR,211,SLV,América,Proteína de Soja,CONT,20.780
2020-01-02,CORDOBA,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Garbanzo,AVION,0.001
2020-01-02,CORDOBA,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Semilla de melilotus,CONT,24.000
2020-01-02,CORDOBA,Córdoba,14,ISRAEL,319,ISR,Asia,Grano de Cártamo,CONT,50.000
2020-01-02,CORDOBA,Córdoba,14,CROACIA,447,HRV,Europa,Grano de Garbanzo,CONT,24.000
2020-01-02,MENDOZA,Mendoza,50,ESTADOS UNIDOS,212,USA,América,Ajo Fresco,CONT,43.520
2020-01-02,MENDOZA,Mendoza,50,ESTADOS UNIDOS,212,USA,América,Ajo Fresco,CAMION|CONT,42.264
2020-01-02,MENDOZA,Mendoza,50,ITALIA,417,ITA,Europa,Ajo Fresco,CONT,110.400
2020-01-02,MENDOZA,Mendoza,50,FEDERACIÓN RUSA,444,RUS,Europa,Ciruela Desecada,AVION,0.003
2020-01-02,MENDOZA,Mendoza,50,BRASIL,203,BRA,América,Ajo Fresco,CAMION|CONT,24.000
2020-01-02,MENDOZA,Mendoza,50,BRASIL,203,BRA,América,Ajo Fresco,CONT,66.600
2020-01-02,MENDOZA,Mendoza,50,BRASIL,203,BRA,América,Ajo Fresco,CAMION,228.700
2020-01-02,MENDOZA,Mendoza,50,AUSTRALIA,501,AUS,Oceanía,Ajo Fresco,CAMION|CONT,22.000
2020-01-02,MENDOZA,Mendoza,50,TAIWAN,313,TWN,Asia,Ajo Fresco,CONT,198.000
2020-01-02,MENDOZA,Mendoza,50,PAISES BAJOS (HOLANDA),423,NLD,Europa,Ajo Fresco,CAMION|CONT,22.000
2020-01-02,MENDOZA,Mendoza,50,CHILE,208,CHL,América,Grano de Garbanzo,CAMION,28.000
2020-01-02,MENDOZA,Mendoza,50,CHILE,208,CHL,América,Grano de Colza,CAMION,29.000
2020-01-02,MENDOZA,Mendoza,50,BOLIVIA,202,BOL,América,Pera Fresca,CAMION,2.038
2020-01-02,MENDOZA,Mendoza,50,BOLIVIA,202,BOL,América,Manzana Fresca,CAMION,37.538
2020-01-02,MENDOZA,Mendoza,50,BOLIVIA,202,BOL,América,Durazno Fresco,CAMION,1.920
2020-01-02,MENDOZA,Mendoza,50,BOLIVIA,202,BOL,América,Nectarín Fresco,CAMION,5.760
2020-01-02,SALTA,Salta,66,ESTADOS UNIDOS,212,USA,América,Tabaco Despalillado,AVION,0.022
2020-01-02,SALTA,Salta,66,ESPAÑA,410,ESP,Europa,Grano de Poroto,CONT,219.720
2020-01-02,SALTA,Salta,66,ITALIA,417,ITA,Europa,Grano de Poroto,CONT,114.300
2020-01-02,SALTA,Salta,66,TURQUIA,436,TUR,Europa,Grano de Poroto,CONT,127.500
2020-01-02,SALTA,Salta,66,ALEMANIA,438,DEU,Europa,Azucar,CAMION|CONT|FERRO,23.000
2020-01-02,SALTA,Salta,66,ISRAEL,319,ISR,Asia,Grano de Poroto,CONT,23.220
2020-01-02,SALTA,Salta,66,EMIRATOS ARABES UNIDOS,331,ARE,Asia,Grano de Sésamo,AVION,0.001
2020-01-02,SALTA,Salta,66,SINGAPUR,333,SGP,Asia,Grano de Sésamo,AVION,0.001
2020-01-02,SAN RAFAEL,Mendoza,50,ESTADOS UNIDOS,212,USA,América,Ciruela Desecada,CONT,19.500
2020-01-02,SAN RAFAEL,Mendoza,50,FEDERACIÓN RUSA,444,RUS,Europa,Ciruela Desecada,AVION,0.002
2020-01-02,SAN JUAN,San Juan,70,FEDERACIÓN RUSA,444,RUS,Europa,Uva Fresca,CONT,112.176
2020-01-02,SAN JUAN,San Juan,70,PAISES BAJOS (HOLANDA),423,NLD,Europa,Uva Fresca,CAMION|CONT,24.000
2020-01-02,SAN JUAN,San Juan,70,PAISES BAJOS (HOLANDA),423,NLD,Europa,Uva Fresca,CONT,17.500
2020-01-02,SAN JUAN,San Juan,70,ALEMANIA,438,DEU,Europa,Uva Fresca,CONT,12.000
2020-01-02,SAN MIGUEL DE TUCUMAN,Tucumán,90,ESTADOS UNIDOS,212,USA,América,Azucar,CAMION|CONT,237.500
2020-01-02,SAN MIGUEL DE TUCUMAN,Tucumán,90,ISRAEL,319,ISR,Asia,Grano de Garbanzo,OTRO,0.001
2020-01-02,TUNUYAN,Mendoza,50,BRASIL,203,BRA,América,Ajo Fresco,CAMION,24.000
2020-01-02,RIVADAVIA MENDOZA,Mendoza,50,CHILE,208,CHL,América,Grano de Soja,CAMION,280.540
2020-01-02,SAN PEDRO,Buenos Aires,06,PERU,222,PER,América,Dextrosa,CONT,24.750
2020-01-02,SAN PEDRO,Buenos Aires,06,TURQUIA,436,TUR,Europa,Grano de Maíz Pisingallo,CONT,129.600
2020-01-02,SAN PEDRO,Buenos Aires,06,ARGELIA,102,DZA,Africa,Grano de Maíz Pisingallo,CONT,52.000
2020-01-02,CLORINDA,Formosa,34,PARAGUAY,221,PRY,América,Pera Fresca,CAMION,11.077
2020-01-02,CLORINDA,Formosa,34,PARAGUAY,221,PRY,América,Manzana Fresca,CAMION,15.523
2020-01-02,CLORINDA,Formosa,34,PARAGUAY,221,PRY,América,Papa Fresca,CAMION,217.982
2020-01-02,CLORINDA,Formosa,34,PARAGUAY,221,PRY,América,Naranja Fresca,CAMION,30.000
2020-01-02,CLORINDA,Formosa,34,PARAGUAY,221,PRY,América,Tomate Fresco,CAMION,30.400
2020-01-02,GENERAL DEHEZA,Córdoba,14,ESTADOS UNIDOS,212,USA,América,Grano de Maní Partido Blancheado,CONT,154.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,REINO UNIDO,426,GBR,Europa,Grano de Maní Partido Blancheado,CONT,276.300
2020-01-02,GENERAL DEHEZA,Córdoba,14,REINO UNIDO,426,GBR,Europa,Grano de Maní Blancheado,CONT,50.360
2020-01-02,GENERAL DEHEZA,Córdoba,14,REINO UNIDO,426,GBR,Europa,Grano de Maní,CONT,49.840
2020-01-02,GENERAL DEHEZA,Córdoba,14,REINO UNIDO,426,GBR,Europa,Grano de Maní Partido Tostado,CONT,66.140
2020-01-02,GENERAL DEHEZA,Córdoba,14,ESPAÑA,410,ESP,Europa,Grano de Maní Blancheado,CONT,49.860
2020-01-02,GENERAL DEHEZA,Córdoba,14,POLONIA,424,POL,Europa,Grano de Maní Partido Blancheado,CONT,93.660
2020-01-02,GENERAL DEHEZA,Córdoba,14,FEDERACIÓN RUSA,444,RUS,Europa,Grano de Maní Blancheado,CONT,25.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,AUSTRALIA,501,AUS,Oceanía,Grano de Maní Tostado,CONT,25.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,TURQUIA,436,TUR,Europa,Grano de Maní Blancheado,CONT,175.540
2020-01-02,GENERAL DEHEZA,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maní Partido Blancheado,CONT,49.520
2020-01-02,GENERAL DEHEZA,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maní Blancheado,CONT,323.650
2020-01-02,GENERAL DEHEZA,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maní,CONT,174.560
2020-01-02,GENERAL DEHEZA,Córdoba,14,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maní Partido,CONT,174.340
2020-01-02,GENERAL DEHEZA,Córdoba,14,ALEMANIA,438,DEU,Europa,Grana de Maní Blancheado,CONT,25.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,COSTA RICA,206,CRI,América,Aceite refinado de girasol,CONT,19.980
2020-01-02,GENERAL DEHEZA,Córdoba,14,ARGELIA,102,DZA,Africa,Grano de Maní Blancheado,CONT,125.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,ARGELIA,102,DZA,Africa,Grano de Maní,CONT,125.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,EMIRATOS ARABES UNIDOS,331,ARE,Asia,Grano de Maní,CONT,74.880
2020-01-02,GENERAL DEHEZA,Córdoba,14,EMIRATOS ARABES UNIDOS,331,ARE,Asia,Grano de Garbanzo,CONT,120.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,BULGARIA,407,BGR,Europa,Grano de Maní Partido Blancheado,CONT,75.080
2020-01-02,GENERAL DEHEZA,Córdoba,14,LITUANIA,442,LTU,Europa,Grano de Maní Partido Blancheado,CONT,73.500
2020-01-02,GENERAL DEHEZA,Córdoba,14,RUMANIA,427,ROU,Europa,Grano de Maní,CONT,24.960
2020-01-02,GENERAL DEHEZA,Córdoba,14,COREA DEL SUR,309,KOR,Asia,Grano de Maní Partido Tostado,CONT,24.000
2020-01-02,GENERAL DEHEZA,Córdoba,14,GEORGIA,351,GEO,Asia,Grano de Maíz Pisingallo,CONT,52.000
2020-01-02,VILLA DOLORES,Córdoba,14,ARABIA SAUDITA,302,SAU,Asia,Fardo de Alfalfa,CONT,1383.160
2020-01-02,CONCEPCION DEL URUGUAY,Entre Ríos,30,ESTADOS UNIDOS,212,USA,América,Grano de Maíz Pisingallo,CONT,207.100
2020-01-02,CONCEPCION DEL URUGUAY,Entre Ríos,30,ESTADOS UNIDOS,212,USA,América,Grano de Colza,CONT,398.340
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,ESTADOS UNIDOS,212,USA,América,Té Negro,AVION,0.001
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,ESTADOS UNIDOS,212,USA,América,Cereza Fresca,AVION,24.000
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,REINO UNIDO,426,GBR,Europa,Higo Fresco,AVION,1.680
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,FRANCIA,412,FRA,Europa,Grano de Trigo,AVION,0.015
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,FRANCIA,412,FRA,Europa,Higo Fresco,AVION,0.672
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,FRANCIA,412,FRA,Europa,Grano de Arroz Con cáscara,AVION,0.003
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,PAISES BAJOS (HOLANDA),423,NLD,Europa,Higo Fresco,AVION,1.008
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,PAISES BAJOS (HOLANDA),423,NLD,Europa,Grano de Maíz,AVION,0.002
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,ALEMANIA,438,DEU,Europa,Grano de Garbanzo,AVION,0.001
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,ALEMANIA,438,DEU,Europa,Hoja de Maíz Liofilizada,OTRO,0.004
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,VENEZUELA,226,VEN,América,Grano de Poroto,AVION,0.001
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,EMIRATOS ARABES UNIDOS,331,ARE,Asia,Arándano Fresco,AVION,0.720
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,SUIZA,430,CHE,Europa,Grano de Colza,AVION,0.001
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,CANADA,204,CAN,América,Té Negro,AVION,0.001
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,CANADA,204,CAN,América,Cereza Fresca,AVION,8.200
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,CANADA,204,CAN,América,Higo Fresco,AVION,0.336
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,HONG KONG - R.A.E. CHINA,341,HKG,Asia,Higo Fresco,AVION,0.336
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,KUWAIT,323,KWT,Asia,Higo Fresco,AVION,1.344
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,QATAR,322,QAT,Asia,Higo Fresco,AVION,1.344
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,QATAR,322,QAT,Asia,Arándano Fresco,AVION,0.360
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,SINGAPUR,333,SGP,Asia,Cereza Fresca,AVION,2.800
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,SINGAPUR,333,SGP,Asia,Arándano Fresco,AVION,0.360
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,ARABIA SAUDITA,302,SAU,Asia,Té Negro,AVION,0.000
2020-01-02,AEROPUERTO INTERNACIONAL DE EZEIZA MINISTRO PISTARINI,Buenos Aires,06,IRLANDA DEL SUR (EIRE),415,IRL,Europa,Higo Fresco,AVION,0.336
2020-01-02,SANTO TOME,Corrientes,18,BRASIL,203,BRA,América,Ajo Fresco,CAMION,48.000
2020-01-02,ROSARIO,Santa Fe,82,PERU,222,PER,América,Aceite de Girasol,CONT,48.848
2020-01-02,ROSARIO,Santa Fe,82,FEDERACIÓN RUSA,444,RUS,Europa,Grano de Arveja,CONT,250.000
2020-01-02,ROSARIO,Santa Fe,82,FRANCIA,412,FRA,Europa,Grano de Poroto,CONT,72.000
2020-01-02,ROSARIO,Santa Fe,82,ECUADOR,210,ECU,América,Harina de Soja,BODEGA,21600.000
2020-01-02,ROSARIO,Santa Fe,82,ECUADOR,210,ECU,América,Grano de Trigo,BODEGA,16530.000
2020-01-02,ROSARIO,Santa Fe,82,LIBANO,325,LBN,Asia,Harina de Soja,BODEGA,31155.000
2020-01-02,ROSARIO,Santa Fe,82,VIETNAM,337,VNM,Asia,Grano de Maíz,BODEGA,26830.000
2020-01-02,ROSARIO,Santa Fe,82,VIETNAM,337,VNM,Asia,Lecitina de Soja,CONT,137.890
2020-01-02,ROSARIO,Santa Fe,82,INDONESIA,316,IDN,Asia,Harina de Soja,BODEGA,45340.020
2020-01-02,ROSARIO,Santa Fe,82,PAKISTAN,332,PAK,Asia,Fibra de Algodón,CONT,297.711
2020-01-02,ROSARIO,Santa Fe,82,REPUBLICA DOMINICANA,209,DOM,América,Grano de Maíz Pisingallo,CONT,52.000
2020-01-02,ROSARIO,Santa Fe,82,MALASIA,326,MYS,Asia,Harina de Soja,BODEGA,25018.450
2020-01-02,ROSARIO,Santa Fe,82,MALASIA,326,MYS,Asia,Grano de Trigo,BODEGA,9500.000
2020-01-02,ROSARIO,Santa Fe,82,MAURICIO,128,MUS,Africa,Grano de Poroto,CONT,39.460
2020-01-02,CENTENARIO,Neuquén,58,BRASIL,203,BRA,América,Pera Fresca,CAMION,22.482
2020-01-02,CENTENARIO,Neuquén,58,BRASIL,203,BRA,América,Manzana Fresca,CAMION,41.349
2020-01-02,CENTENARIO,Neuquén,58,BRASIL,203,BRA,América,Nectarín Fresco,CAMION,4.320
2020-01-02,CENTENARIO,Neuquén,58,CHINA,310,CHN,Asia,Cereza Fresca,CONT,28.800
2020-01-02,CENTENARIO,Neuquén,58,BOLIVIA,202,BOL,América,Manzana Fresca,CAMION,24.024
2020-01-02,GENERAL ALVEAR,Corrientes,18,BRASIL,203,BRA,América,Grano de Arroz Pulido,CAMION,26.000
2020-01-02,PUENTE INTERNACIONAL JOSE GERVASIO ARTIGAS COLON (RA) - PAYSANDU (ROU),Entre Ríos,30,CHILE,208,CHL,América,Grano de Arroz Pulido,CAMION,57.600
2020-01-02,GUALEGUAYCHU,Entre Ríos,30,URUGUAY,225,URY,América,Grano de maíz desgerminado troceado,CAMION,28.360
2020-01-02,GUALEGUAYCHU,Entre Ríos,30,URUGUAY,225,URY,América,Rollizo de eucalipto rosado Descortezado,CAMION,61.680
2020-01-02,PUERTO DE ZARATE,Buenos Aires,06,BELGICA,406,BEL,Europa,Grano de Colza,CONT,96.090
2020-01-02,PUERTO DE ZARATE,Buenos Aires,06,ALEMANIA,438,DEU,Europa,Grano de Moha,CONT,43.200
2020-01-02,PUERTO DE ZARATE,Buenos Aires,06,CHINA,310,CHN,Asia,Madera de pino aserrada,CONT,226.527
2020-01-02,PUERTO DE ZARATE,Buenos Aires,06,EMIRATOS ARABES UNIDOS,331,ARE,Asia,Grano de Maíz Pisingallo,CONT,130.000
2020-01-02,PUERTO DE ZARATE,Buenos Aires,06,ANGOLA,149,AGO,Africa,Grano de Maíz Pisingallo,CONT,260.000
2020-01-02,PUENTE INTERNACIONAL SAN IGNACIO DE LOYOLA CLORINDA (RA)- COLONIA FALCON (P),Formosa,34,PARAGUAY,221,PRY,América,Tomate Fresco,CAMION,59.000
2020-01-02,BERNARDO DE IRIGOYEN,Misiones,54,BRASIL,203,BRA,América,Grano de Alpiste,CAMION,28.500
2020-01-02,PUENTE INTERNACIONAL TANCREDO NEVES . PUERTO IGUAZU (RA) - FOZ DE IGUAZU (BR),Misiones,54,BRASIL,203,BRA,América,Grano de Poroto,CAMION,28.500
2020-01-02,PUENTE INTERNACIONAL TANCREDO NEVES . PUERTO IGUAZU (RA) - FOZ DE IGUAZU (BR),Misiones,54,BRASIL,203,BRA,América,Ajo Fresco,CAMION,369.400
2020-01-02,PUENTE INTERNACIONAL TANCREDO NEVES . PUERTO IGUAZU (RA) - FOZ DE IGUAZU (BR),Misiones,54,BRASIL,203,BRA,América,Grano de Alpiste,CAMION,57.000
2020-01-02,VILLA REGINA,Río Negro,62,ESTADOS UNIDOS,212,USA,América,Cereza Fresca,CONT,16.000
