"";"Fecha";"Altas_ nuevas";"Casos_nvos";"Altas_acumuladas";"Fallecidos_nvos";"Casos_acumulados";"Fallecidos_acumulados";"Periodo";"Mes"
"443";2021-06-22;8;2;1451;0;1609;69;"2021";"Junio"
"444";2021-06-23;9;11;1460;0;1620;69;"2021";"Junio"
"445";2021-06-24;5;11;1465;0;1631;69;"2021";"Junio"
"446";2021-06-25;5;0;1470;0;1631;69;"2021";"Junio"
"447";2021-06-26;7;4;1477;0;1644;69;"2021";"Junio"
"448";2021-06-27;6;11;1483;0;1655;69;"2021";"Junio"
"449";2021-06-28;9;0;1492;0;1655;69;"2021";"Junio"
"450";2021-06-29;7;4;1499;0;1661;69;"2021";"Junio"
"451";2021-06-30;9;9;1508;0;1670;69;"2021";"Junio"
"452";2021-07-01;10;13;1518;0;1683;69;"2021";"Julio"
"453";2021-07-02;6;11;1524;0;1694;69;"2021";"Julio"
"454";2021-07-03;9;7;1533;0;1701;69;"2021";"Julio"
"455";2021-07-04;8;5;1541;0;1706;69;"2021";"Julio"
"456";2021-07-05;9;7;1550;0;1713;69;"2021";"Julio"
"457";2021-07-06;8;2;1558;0;1515;69;"2021";"Julio"
"458";2021-07-07;8;5;1566;1;1720;70;"2021";"Julio"
"459";2021-07-08;9;5;1575;0;1725;70;"2021";"Julio"
"460";2021-07-09;5;17;1580;0;1742;70;"2021";"Julio"
"461";2021-07-10;8;5;1588;0;1747;70;"2021";"Julio"
"462";2021-07-11;8;5;1596;0;1752;70;"2021";"Julio"
"463";2021-07-12;0;0;1596;0;1752;70;"2021";"Julio"
"464";2021-07-13;15;5;1611;2;1759;73;"2021";"Julio"
"465";2021-07-14;8;12;1619;1;1771;74;"2021";"Julio"
"466";2021-07-15;7;25;1626;0;1796;74;"2021";"Julio"
"467";2021-07-16;8;13;1634;0;1809;74;"2021";"Julio"
"468";2021-07-17;10;18;1644;1;1827;75;"2021";"Julio"
"469";2021-07-18;5;1;1649;1;1828;76;"2021";"Julio"
"470";2021-07-19;9;1;1658;0;1829;76;"2021";"Julio"
"471";2021-07-20;10;10;1668;1;1839;77;"2021";"Julio"
"472";2021-07-21;8;3;1676;0;1842;77;"2021";"Julio"
"473";2021-07-22;5;21;1681;0;1863;77;"2021";"Julio"
"474";2021-07-23;8;22;1689;1;1885;78;"2021";"Julio"
"475";2021-07-24;10;2;1699;0;1887;78;"2021";"Julio"
"476";2021-07-25;10;7;1709;0;1894;78;"2021";"Julio"
"477";2021-07-26;13;4;1722;1;1898;79;"2021";"Julio"
"478";2021-07-27;14;10;1736;0;1908;79;"2021";"Julio"
"479";2021-07-28;9;12;1745;0;1920;79;"2021";"Julio"
"480";2021-07-29;8;17;1753;0;1937;79;"2021";"Julio"
"481";2021-07-30;10;15;1763;0;1952;79;"2021";"Julio"
"482";2021-07-31;8;14;1771;0;1966;79;"2021";"Julio"
"483";2021-08-01;15;3;1786;0;1969;79;"2021";"Agosto"
"484";2021-08-02;9;1;1795;0;1970;79;"2021";"Agosto"
"485";2021-08-03;12;6;1807;0;1976;79;"2021";"Agosto"
"486";2021-08-04;6;13;1813;0;1989;79;"2021";"Agosto"
"487";2021-08-05;0;0;1813;0;1989;79;"2021";"Agosto"
"488";2021-08-06;0;0;1813;0;1989;79;"2021";"Agosto"
"489";2021-08-07;0;0;1813;0;1989;79;"2021";"Agosto"
"490";2021-08-08;33;0;1846;0;1989;79;"2021";"Agosto"
"491";2021-08-09;7;2;1853;0;2020;79;"2021";"Agosto"
"492";2021-08-10;5;4;1858;0;2024;79;"2021";"Agosto"
"493";2021-08-11;7;0;1865;0;2024;79;"2021";"Agosto"
"494";2021-08-12;4;10;1869;0;2042;79;"2021";"Agosto"
"495";2021-08-13;10;13;1879;0;2055;79;"2021";"Agosto"
"496";2021-08-14;8;0;1887;0;2055;79;"2021";"Agosto"
"497";2021-08-15;7;4;1894;1;2071;80;"2021";"Agosto"
"498";2021-08-16;0;0;1894;1;2071;80;"2021";"Agosto"
"499";2021-08-17;13;0;1907;1;2071;80;"2021";"Agosto"
"500";2021-08-18;5;12;1912;0;2088;80;"2021";"Agosto"
"501";2021-08-19;8;12;1920;0;2100;80;"2021";"Agosto"
"502";2021-08-20;0;0;1920;0;2100;80;"2021";"Agosto"
"503";2021-08-21;0;0;1920;0;2100;80;"2021";"Agosto"
"504";2021-08-22;20;0;1940;0;2100;80;"2021";"Agosto"
"505";2021-08-23;7;1;1947;0;2131;80;"2021";"Agosto"
"506";2021-08-24;4;15;1951;0;2146;80;"2021";"Agosto"
"507";2021-08-25;6;10;1957;0;2156;80;"2021";"Agosto"
"508";2021-08-26;8;0;1965;0;2156;80;"2021";"Agosto"
"509";2021-08-27;2;7;1967;0;2172;80;"2021";"Agosto"
"510";2021-08-28;0;0;1967;0;2172;80;"2021";"Agosto"
"511";2021-08-29;0;0;1967;0;2172;80;"2021";"Agosto"
"512";2021-08-30;0;0;1967;0;2172;80;"2021";"Agosto"
"513";2021-08-31;41;0;2008;0;2172;80;"2021";"Agosto"
"514";2021-09-01;13;2;2021;0;2190;80;"2021";"Septiembre"
"515";2021-09-02;8;6;2029;1;2196;81;"2021";"Septiembre"
"516";2021-09-03;0;0;2029;0;2196;81;"2021";"Septiembre"
"517";2021-09-04;0;0;2029;0;2196;81;"2021";"Septiembre"
"518";2021-09-05;0;0;2029;0;2196;81;"2021";"Septiembre"
"519";2021-09-06;37;0;2066;0;2196;81;"2021";"Septiembre"
"520";2021-09-07;3;5;2069;0;2220;81;"2021";"Septiembre"
"521";2021-09-08;0;0;2069;0;2220;81;"2021";"Septiembre"
"522";2021-09-09;0;0;2069;0;2220;81;"2021";"Septiembre"
"523";2021-09-10;0;0;2069;0;2220;81;"2021";"Septiembre"
"524";2021-09-11;0;0;2069;0;2220;81;"2021";"Septiembre"
"525";2021-09-12;0;0;2069;0;2220;81;"2021";"Septiembre"
"526";2021-09-13;0;0;2069;0;2220;81;"2021";"Septiembre"
"527";2021-09-14;0;0;2069;0;2220;81;"2021";"Septiembre"
"528";2021-09-15;34;0;2103;0;2220;81;"2021";"Septiembre"
"529";2021-09-16;4;2;2107;1;2248;82;"2021";"Septiembre"
"530";2021-09-17;0;0;2107;0;2248;82;"2021";"Septiembre"
"531";2021-09-18;0;0;2107;0;2248;82;"2021";"Septiembre"
"532";2021-09-19;12;0;2119;0;2248;82;"2021";"Septiembre"
"533";2021-09-20;2;0;2121;1;2256;83;"2021";"Septiembre"
"534";2021-09-21;0;0;2121;1;2256;83;"2021";"Septiembre"
"535";2021-09-22;4;0;2125;1;2256;83;"2021";"Septiembre"
"536";2021-09-23;2;3;2127;0;2262;84;"2021";"Septiembre"
"537";2021-09-24;0;0;2127;0;2262;84;"2021";"Septiembre"
"538";2021-09-25;0;0;2127;0;2262;84;"2021";"Septiembre"
"539";2021-09-26;7;0;2134;0;2262;84;"2021";"Septiembre"
"540";2021-09-27;2;1;2136;0;2266;84;"2021";"Septiembre"
"541";2021-09-28;2;1;2138;0;2267;84;"2021";"Septiembre"
"542";2021-09-29;0;0;2138;0;2267;84;"2021";"Septiembre"
"543";2021-09-30;0;0;2138;0;2267;84;"2021";"Septiembre"
"544";2021-10-01;3;2;2141;0;2270;84;"2021";"Octubre"
"545";2021-10-02;0;0;2141;0;2270;84;"2021";"Octubre"
"546";2021-10-03;6;0;2147;0;2270;84;"2021";"Octubre"
"547";2021-10-04;2;0;2149;0;2280;84;"2021";"Octubre"
"548";2021-10-05;3;0;2152;0;2280;84;"2021";"Octubre"
"549";2021-10-06;2;0;2154;0;2280;84;"2021";"Octubre"
"550";2021-10-07;0;0;2154;0;2280;84;"2021";"Octubre"
"551";2021-10-08;0;0;2154;0;2280;84;"2021";"Octubre"
"552";2021-10-09;0;0;2154;0;2280;84;"2021";"Octubre"
"553";2021-10-10;10;0;2164;0;2280;84;"2021";"Octubre"
"554";2021-10-11;2;0;2166;0;2285;84;"2021";"Octubre"
"555";2021-10-12;2;0;2168;0;2285;84;"2021";"Octubre"
"556";2021-10-13;1;0;2169;0;2286;84;"2021";"Octubre"
"557";2021-10-14;0;1;2169;0;2286;84;"2021";"Octubre"
"558";2021-10-15;3;7;2172;0;2293;84;"2021";"Octubre"
"559";2021-10-16;3;3;2175;0;2296;84;"2021";"Octubre"
"560";2021-10-17;2;3;2177;0;2299;84;"2021";"Octubre"
"561";2021-10-18;3;2;2180;0;2301;84;"2021";"Octubre"
"562";2021-10-19;4;2;2184;0;2303;84;"2021";"Octubre"
"563";2021-10-20;3;2;2187;0;2305;84;"2021";"Octubre"
"564";2021-10-21;3;4;2190;0;2309;84;"2021";"Octubre"
"565";2021-10-22;3;5;2193;0;2314;84;"2021";"Octubre"
"566";2021-10-23;4;2;2197;0;2316;84;"2021";"Octubre"
"567";2021-10-24;2;3;2199;1;2319;85;"2021";"Octubre"
"568";2021-10-25;3;0;2202;0;2319;85;"2021";"Octubre"
"569";2021-10-26;3;1;2205;0;2320;85;"2021";"Octubre"
"570";2021-10-27;1;5;2206;0;2325;85;"2021";"Octubre"
"571";2021-10-28;3;12;2209;0;2337;85;"2021";"Octubre"
"572";2021-10-29;4;11;2213;0;2348;85;"2021";"Octubre"
"573";2021-10-30;5;7;2218;0;2355;85;"2021";"Octubre"
"574";2021-10-31;2;3;2220;0;2358;85;"2021";"Octubre"
"575";2021-11-01;5;1;2225;0;2359;85;"2021";"Noviembre"
"576";2021-11-02;4;4;2229;0;2363;85;"2021";"Noviembre"
"577";2021-11-03;0;0;2229;0;2363;85;"2021";"Noviembre"
"578";2021-11-04;14;10;2243;0;2383;85;"2021";"Noviembre"
